id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
437,Hop Harrigan (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,68.0,"1939, April",1939.0
438,Bleez (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,68.0,"2008, December",2008.0
439,Tara Markov (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Deceased Characters,68.0,"1982, December",1982.0
440,Isaac Bowin (New Earth),Secret Identity,Unknown or None,Blue Eyes,Unknown or None,Deceased Characters,68.0,"1948, January",1948.0
441,Catherine Cobert (New Earth),Unknown,Good Characters,Blue Eyes,Black Hair,Living Characters,68.0,"1987, December",1987.0
442,Harry Stein (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,68.0,"1985, November",1985.0
443,Adeline Kane (New Earth),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Deceased Characters,68.0,"1983, August",1983.0
444,Green Man (New Earth),Public Identity,Unknown or None,Red Eyes,Unknown or None,Deceased Characters,68.0,"1983, May",1983.0
445,Shakira (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,68.0,"1980, April",1980.0
446,Tara Morgan (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,68.0,"1975, November",1975.0
447,Hannu (New Earth),Public Identity,Good Characters,White Eyes,Unknown or None,Living Characters,68.0,"1994, February",1994.0
448,Vath Sarn (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,67.0,"2005, November",2005.0
449,Mercy Graves (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Living Characters,67.0,"1999, August",1999.0
450,Arnold Munro (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,67.0,"1987, June",1987.0
451,Lydea Mallor (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,67.0,"1982, August",1982.0
452,Lawrence Bolatinsky (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Deceased Characters,67.0,"1984, November",1984.0
453,Jebediah of Canaan (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Living Characters,67.0,"1987, April",1987.0
454,Bibbo Bibbowski (New Earth),Public Identity,Good Characters,Grey Eyes,Grey Hair,Living Characters,67.0,"1987, May",1987.0
455,Sonia Sato (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,67.0,"2007, January",2007.0
456,Frances Kane (New Earth),Public Identity,Unknown or None,Blue Eyes,Purple Hair,Living Characters,66.0,"1982, March",1982.0
457,Daniel Dunbar (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,66.0,"1942, March",1942.0
458,Tana Moon (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,66.0,"1993, June",1993.0
459,Jason Bard (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,66.0,"1969, October",1969.0
460,Krona (New Earth),Public Identity,Bad Characters,Green Eyes,White Hair,Deceased Characters,66.0,"1965, October",1965.0
461,Maxine Baker (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Living Characters,66.0,"1988, September",1988.0
462,Garv (New Earth),Public Identity,Good Characters,Blue Eyes,Unknown or None,Living Characters,65.0,"1990, May",1990.0
463,Mackenzie Bock (New Earth),Public Identity,Good Characters,Brown Eyes,Unknown or None,Living Characters,65.0,"1995, January",1995.0
464,Scandal Savage (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,65.0,"2005, July",2005.0
465,Karen Lou Faulkner (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Living Characters,65.0,"1987, July",1987.0
466,Albert Desmond (New Earth),Unknown,Unknown or None,Green Eyes,Red Hair,Living Characters,65.0,"1958, April",1958.0
467,Jeremiah Arkham (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,65.0,"1992, June",1992.0
468,Amon Hakk (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,65.0,"1991, August",1991.0
469,Mister Mxyzptlk (New Earth),Secret Identity,Neutral Characters,Black Eyes,White Hair,Living Characters,64.0,"1987, November",1987.0
470,Janos Prohaska (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,64.0,"1988, March",1988.0
471,Jor-El (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,64.0,"1986, October",1986.0
472,Edward Fyers (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,64.0,"1987, October",1987.0
473,William Hand (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,64.0,"1964, June",1964.0
474,Kent V. Nelson (New Earth),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Living Characters,64.0,"2007, November",2007.0
475,Yolanda Montez (New Earth),Secret Identity,Good Characters,Brown Eyes,Reddish Brown Hair,Deceased Characters,64.0,"1985, March",1985.0
476,Molly Mayne (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,64.0,"1947, September",1947.0
477,Scribbly Jibbet (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,64.0,"1939, April",1939.0
478,William Randolph Wintergreen (New Earth),Public Identity,Neutral Characters,Unknown or None,White Hair,Deceased Characters,64.0,"1980, December",1980.0
479,Charis-Nar (New Earth),Secret Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,63.0,"1981, June",1981.0
480,Tex (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,63.0,"1947, June",1947.0
481,Pooch (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Deceased Characters,63.0,"1959, September",1959.0
482,Clifford DeVoe (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Deceased Characters,63.0,"1943, September",1943.0
483,Amy Winston (New Earth),Secret Identity,Good Characters,Violet Eyes,Blond Hair,Living Characters,63.0,"1983, April",1983.0
484,Klarion Bleak (New Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,62.0,"1973, March",1973.0
485,Mark Merlin (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,62.0,"1959, August",1959.0
486,Garfield Lynns (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,62.0,"1952, June",1952.0
487,Morgaine le Fey (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,61.0,"1972, September",1972.0
488,Nanaue (New Earth),Secret Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,61.0,"1994, October",1994.0
489,David Reid (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Deceased Characters,61.0,"2008, March",2008.0
490,"Henry Heywood, Sr. (New Earth)",Secret Identity,Unknown or None,Blue Eyes,Black Hair,Deceased Characters,61.0,"1978, March",1978.0
491,Francine Lee (New Earth),Public Identity,Good Characters,Brown Eyes,Unknown or None,Living Characters,61.0,"1970, August",1970.0
492,Emil LaSalle (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Deceased Characters,61.0,"1981, December",1981.0
493,Clifford Carmichael (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,61.0,"1978, March",1978.0
494,Per Degaton (New Earth),Secret Identity,Bad Characters,Red Eyes,Red Hair,Living Characters,61.0,"1947, June",1947.0
495,Roxanne Leech (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,60.0,"1993, July",1993.0
496,Bette Sans Souci (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,60.0,"1982, December",1982.0
497,Paco Ramone (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,60.0,"1984, October",1984.0
498,Martha Roberts (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,60.0,"1939, December",1939.0
499,Chaselon (New Earth),Public Identity,Unknown or None,White Eyes,Black Hair,Deceased Characters,60.0,"1961, December",1961.0
500,Richard Starr (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,59.0,"1958, August",1958.0
501,Langford Terrill (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,59.0,"1940, September",1940.0
502,Pren (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,59.0,"1981, June",1981.0
503,Arthur Brown (New Earth),Unknown,Bad Characters,Blue Eyes,Blond Hair,Living Characters,59.0,"1966, May",1966.0
504,Angela Hawkins III (New Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Living Characters,59.0,"1981, December",1981.0
505,Paula Brooks (New Earth),Secret Identity,Unknown or None,Green Eyes,Black Hair,Living Characters,59.0,"1947, August",1947.0
506,Simon Jones (New Earth),Public Identity,Bad Characters,White Eyes,Unknown or None,Deceased Characters,59.0,"1981, January",1981.0
507,Ferrin Colos (New Earth),Public Identity,Good Characters,White Eyes,Unknown or None,Deceased Characters,59.0,"1992, October",1992.0
508,Jonathan Gabrielli I (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Deceased Characters,58.0,"1942, April",1942.0
509,Death (New Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,58.0,"1989, August",1989.0
510,Tula (New Earth),Public Identity,Unknown or None,Blue Eyes,Brown Hair,Deceased Characters,58.0,"1967, June",1967.0
511,Roscoe Dillon (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,58.0,"1961, August",1961.0
512,Cameron Mahkent (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,58.0,"1987, January",1987.0
513,Ryan Kendall (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,58.0,"1992, June",1992.0
514,James Rook (New Earth),Secret Identity,Good Characters,Green Eyes,Brown Hair,Living Characters,58.0,"1969, May",1969.0
515,Irwin Schwab (New Earth),Secret Identity,Good Characters,Green Eyes,Unknown or None,Living Characters,58.0,"1982, December",1982.0
516,Trigon (New Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Living Characters,58.0,"1981, March",1981.0
517,Chemo (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,58.0,"1962, July",1962.0
518,Ronald Reagan (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Living Characters,58.0,"1950, June",1950.0
519,Anthony Rodriguez I (New Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Deceased Characters,57.0,"1942, April",1942.0
520,Hera (New Earth),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Living Characters,57.0,"1941, December",1941.0
521,Paul Kirk II (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,57.0,"1942, April",1942.0
522,Arak Red-Hand (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,57.0,"1981, August",1981.0
523,Anita Fite (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,57.0,"2000, January",2000.0
524,Thomas Thompkins I (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Deceased Characters,57.0,"1942, April",1942.0
525,Anthony Ivo (New Earth),Secret Identity,Bad Characters,Unknown or None,Black Hair,Living Characters,57.0,"1960, July",1960.0
526,Troy Stewart (Pre-Zero Hour),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,56.0,"1976, April",1976.0
527,Patrick MacGuire I (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,56.0,"1942, April",1942.0
528,Jennifer Morgan (New Earth),Secret Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,56.0,"1980, October",1980.0
529,Graf Toren (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,56.0,"1993, August",1993.0
530,Baby Wildebeest (New Earth),Public Identity,Good Characters,White Eyes,Black Hair,Deceased Characters,56.0,"1992, April",1992.0
531,Anton Arcane (New Earth),Public Identity,Bad Characters,Black Eyes,White Hair,Deceased Characters,55.0,"1973, January",1973.0
532,Sebastian Faust (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,55.0,"1993, November",1993.0
533,Stanley Kitch (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,55.0,"1989, January",1989.0
534,Judy Walton (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,55.0,"1960, August",1960.0
535,Henry Heywood III (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,55.0,"1984, October",1984.0
536,Johnny Peril (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,55.0,"1947, February",1947.0
537,Voz (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,55.0,"1993, August",1993.0
538,Stel (New Earth),Public Identity,Good Characters,Photocellular Eyes,Unknown or None,Living Characters,55.0,"1962, March",1962.0
539,Yera Allon (Pre-Zero Hour),Public Identity,Good Characters,Purple Eyes,Purple Hair,Living Characters,55.0,"1982, May",1982.0
540,Mongul I (New Earth),Public Identity,Bad Characters,Red Eyes,Unknown or None,Deceased Characters,55.0,"1980, November",1980.0
541,Nicholas Walton (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,55.0,"1960, August",1960.0
542,Randu Singh (New Earth),Unknown,Good Characters,Unknown or None,Black Hair,Living Characters,55.0,"1972, September",1972.0
543,Atrocitus (New Earth),Secret Identity,Neutral Characters,Yellow Eyes,Unknown or None,Living Characters,55.0,"2008, January",2008.0
544,Shift (New Earth),Public Identity,Good Characters,Black Eyes,Unknown or None,Living Characters,54.0,"2003, August",2003.0
545,Merlyn (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Living Characters,54.0,"1971, November",1971.0
546,Jared Stevens (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,54.0,"1994, October",1994.0
547,"Arthur Curry, Jr. (New Earth)",Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Deceased Characters,54.0,"1965, October",1965.0
548,Michael Akins (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,54.0,"2001, January",2001.0
549,Natt Walls (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Deceased Characters,54.0,"1996, August",1996.0
550,Carol Bucklen (New Earth),Unknown,Good Characters,Brown Eyes,Black Hair,Living Characters,54.0,"1995, April",1995.0
551,Big Bear (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,54.0,"1971, March",1971.0
552,Satanus (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,54.0,"1992, August",1992.0
553,Danny the Street (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,54.0,"1990, August",1990.0
554,Alice Spencer (New Earth),Public Identity,Good Characters,Unknown or None,White Hair,Living Characters,54.0,"1987, May",1987.0
555,Danton Black (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,53.0,"1978, March",1978.0
556,Knockout (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,53.0,"1994, February",1994.0
557,Jennifer Pierce (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,53.0,"2008, March",2008.0
558,Clifford Baker (New Earth),Public Identity,Unknown or None,Green Eyes,Red Hair,Deceased Characters,53.0,"1988, September",1988.0
559,Daniel Chase (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Deceased Characters,53.0,1987.0,1987.0
560,Kanjar Ro (New Earth),Public Identity,Bad Characters,Yellow Eyes,Unknown or None,Living Characters,53.0,"1961, March",1961.0
561,James Craddock (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Deceased Characters,52.0,"1947, October",1947.0
562,Beautiful Dreamer (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,52.0,"1971, March",1971.0
563,Lori Zechlin (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,52.0,"2005, January",2005.0
564,Cody Driscoll (New Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Living Characters,52.0,"1996, October",1996.0
565,Helena Kosmatos (New Earth),Secret Identity,Good Characters,Red Eyes,Blond Hair,Living Characters,52.0,"1987, March",1987.0
566,Franklin Delano Roosevelt (New Earth),Public Identity,Good Characters,Unknown or None,Grey Hair,Living Characters,52.0,"1936, March",1936.0
567,Biff Bailey (New Earth),Public Identity,Good Characters,Unknown or None,Red Hair,Living Characters,52.0,"1960, August",1960.0
568,Kalista (New Earth),Public Identity,Good Characters,White Eyes,Purple Hair,Deceased Characters,52.0,"1981, June",1981.0
569,Arkillo (New Earth),Public Identity,Bad Characters,Black Eyes,Unknown or None,Living Characters,51.0,"2006, May",2006.0
570,Phillip Mason (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,51.0,"1959, August",1959.0
571,"Artemis, Goddess of the Hunt (New Earth)",Public Identity,Neutral Characters,Blue Eyes,Red Hair,Living Characters,51.0,"1987, February",1987.0
572,Joar Mahkent (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Deceased Characters,51.0,"1947, October",1947.0
573,Mark Moonrider (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,51.0,"1971, March",1971.0
574,Serifan (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,51.0,"1971, March",1971.0
575,Machiste (New Earth),Public Identity,Good Characters,Brown Eyes,Unknown or None,Living Characters,51.0,"1976, April",1976.0
576,Copperhead (New Earth),Secret Identity,Bad Characters,Brown Eyes,Unknown or None,Deceased Characters,51.0,"1968, July",1968.0
577,Katherine Kane (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,51.0,"2006, June",2006.0
578,Rex Leech (New Earth),Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Living Characters,51.0,"1993, February",1993.0
579,Andrew Bennett (New Earth),Secret Identity,Good Characters,Red Eyes,Black Hair,Living Characters,51.0,"1981, March",1981.0
580,Jayne Payton (New Earth),Public Identity,Neutral Characters,Unknown or None,Red Hair,Living Characters,51.0,"1988, October",1988.0
581,Mad Harriet (New Earth),Secret Identity,Bad Characters,Black Eyes,Green Hair,Deceased Characters,50.0,"1972, February",1972.0
582,"Henry King, Sr. (New Earth)",Public Identity,Bad Characters,Blue Eyes,Unknown or None,Deceased Characters,50.0,"1943, February",1943.0
583,Chester Williams (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,50.0,"1985, December",1985.0
584,Angela Roth (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,50.0,"1981, January",1981.0
585,Christopher King (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,50.0,"1981, February",1981.0
586,Donald Hall (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,50.0,"1968, June",1968.0
587,Lonnie Machin (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,50.0,"1989, November",1989.0
588,Koryak (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,50.0,"1995, January",1995.0
589,Vykin the Black (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,50.0,"1971, March",1971.0
590,Lyrl Dox (New Earth),Public Identity,Bad Characters,Green Eyes,Blond Hair,Living Characters,50.0,"1991, June",1991.0
591,Sodam Yat (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Living Characters,50.0,1986.0,1986.0
592,Scar (New Earth),Secret Identity,Bad Characters,Black Eyes,Unknown or None,Deceased Characters,49.0,"2008, January",2008.0
593,Bernadeth (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,49.0,"1972, February",1972.0
594,Mortimer Jibbet (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,49.0,"1939, April",1939.0
595,Lor-Zod (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,49.0,"2006, December",2006.0
596,Mary Loyd (New Earth),Public Identity,Unknown or None,Green Eyes,Black Hair,Deceased Characters,49.0,"1989, August",1989.0
597,Jay Abrams (New Earth),Secret Identity,Good Characters,Grey Eyes,Black Hair,Living Characters,49.0,"1971, February",1971.0
598,Blaze (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Living Characters,49.0,"1990, July",1990.0
599,Jeffrey Graves (New Earth),Secret Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,49.0,"2007, February",2007.0
600,Otto von Furth (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Unknown or None,Deceased Characters,49.0,"1981, December",1981.0
601,Aristotle Rodor (New Earth),Public Identity,Unknown or None,Blue Eyes,White Hair,Living Characters,48.0,"1987, February",1987.0
602,Mona Bennett (New Earth),Unknown,Good Characters,Blue Eyes,Blond Hair,Living Characters,48.0,"1963, July",1963.0
603,Traci Thirteen (New Earth),Public Identity,Unknown or None,Brown Eyes,Black Hair,Living Characters,48.0,"2003, February",2003.0
604,Yrra Cynril (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,48.0,"1997, February",1997.0
605,Harold Jordan (New Earth),Secret Identity,Unknown or None,Brown Eyes,Brown Hair,Deceased Characters,48.0,"1978, January",1978.0
606,Hugo Strange (New Earth),Public Identity,Bad Characters,Grey Eyes,Unknown or None,Living Characters,48.0,"1940, February",1940.0
607,Iolande (New Earth),Public Identity,Good Characters,Purple Eyes,Black Hair,Living Characters,48.0,"2006, August",2006.0
608,Jonathan Gabrielli II (New Earth),Secret Identity,Good Characters,Unknown or None,Black Hair,Living Characters,48.0,"1970, October",1970.0
609,Linda Strauss (New Earth),Secret Identity,Good Characters,Unknown or None,Blond Hair,Deceased Characters,48.0,"1987, July",1987.0
610,Neptune Perkins (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,47.0,"1945, August",1945.0
611,Joseph Jones (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,47.0,"1991, January",1991.0
612,Matthew Ryder (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,47.0,"1991, September",1991.0
613,Irene Miller (New Earth),Public Identity,Good Characters,Grey Eyes,Black Hair,Living Characters,47.0,"1940, September",1940.0
614,Keith Kenyon (New Earth),Public Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,47.0,"1965, July",1965.0
615,Amelia Hunkel (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,47.0,"1939, June",1939.0
616,Alec Holland (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,46.0,"1972, November",1972.0
617,Helen Claiborne (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Living Characters,46.0,"1995, June",1995.0
618,Bito Wladon (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,46.0,"1962, July",1962.0
619,Mary Elizabeth Kane (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,46.0,1989.0,1989.0
620,Miya Shimada (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,46.0,"1984, May",1984.0
621,Crystal Brown (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Living Characters,46.0,"1992, August",1992.0
622,Joseph Chilton (New Earth),Public Identity,Bad Characters,Hazel Eyes,Blond Hair,Deceased Characters,46.0,"1987, February",1987.0
623,Duncan Pramble (New Earth),Secret Identity,Bad Characters,Hazel Eyes,Unknown or None,Living Characters,46.0,"1960, July",1960.0
624,Stompa (New Earth),Public Identity,Bad Characters,Unknown or None,Strawberry Blond Hair,Living Characters,46.0,"1972, February",1972.0
625,Mark Scheffer (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,46.0,"1988, April",1988.0
626,Hooty the Owl (New Earth),Unknown,Good Characters,Unknown or None,Brown Hair,Living Characters,46.0,"1941, April",1941.0
627,Poseidon (New Earth),Public Identity,Neutral Characters,White Eyes,White Hair,Living Characters,46.0,"1940, September",1940.0
628,Siobhan McDougal (New Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Living Characters,46.0,"1987, December",1987.0
629,Wendy Jones (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,45.0,"1984, April",1984.0
630,Calvin Carson (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,45.0,"1960, August",1960.0
631,Richard Drakunovski (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,45.0,"1975, May",1975.0
632,Mist I (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,45.0,"1941, October",1941.0
633,Arani Desai (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,45.0,"1977, September",1977.0
634,Rodney Gaynor (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,45.0,"1940, January",1940.0
635,Ryan Choi (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,45.0,"2006, August",2006.0
636,Gregory Sanders (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Living Characters,45.0,"1941, November",1941.0
637,Ion (New Earth),Secret Identity,Good Characters,Green Eyes,Unknown or None,Deceased Characters,45.0,"2006, April",2006.0
638,Duela Dent (Earth-3),Secret Identity,Neutral Characters,Purple Eyes,Red Hair,Deceased Characters,45.0,"1976, August",1976.0
639,Hunter Zolomon (New Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Living Characters,45.0,"2001, November",2001.0
640,Doc (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,45.0,"1983, June",1983.0
641,Karshon (New Earth),Unknown,Bad Characters,Black Eyes,Unknown or None,Living Characters,44.0,"1963, October",1963.0
642,Morgan Edge (New Earth),Public Identity,Bad Characters,Blue Eyes,Unknown or None,Living Characters,44.0,"1988, January",1988.0
643,Lara Lor-Van (New Earth),Public Identity,Unknown or None,Blue Eyes,Black Hair,Deceased Characters,44.0,"1986, October",1986.0
644,Selinda Flinders (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,44.0,"1981, January",1981.0
645,Gavyn (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,44.0,"1980, January",1980.0
646,Lisa Snart (New Earth),Unknown,Unknown or None,Blue Eyes,Blond Hair,Deceased Characters,44.0,"1977, June",1977.0
647,Sean Noonan (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,44.0,1993.0,1993.0
648,"William Everett, Sr. (New Earth)",Public Identity,Good Characters,Brown Eyes,Black Hair,Deceased Characters,44.0,"1983, July",1983.0
649,Jon Valor (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,44.0,"1940, April",1940.0
650,Rhosyn Forrest (New Earth),Secret Identity,Good Characters,Green Eyes,Unknown or None,Living Characters,44.0,"1986, March",1986.0
651,John Grayson (New Earth),Public Identity,Good Characters,Unknown or None,Black Hair,Deceased Characters,44.0,"1989, August",1989.0
652,Elaine Marsh-Morton (New Earth),Secret Identity,Bad Characters,Unknown or None,Blond Hair,Living Characters,44.0,"1997, January",1997.0
653,Victoria Grant (New Earth),Unknown,Good Characters,Unknown or None,Blond Hair,Living Characters,44.0,"1981, February",1981.0
654,Larfleeze (New Earth),Public Identity,Neutral Characters,Yellow Eyes,Orange Hair,Living Characters,44.0,"2008, June",2008.0
